Age,C/N,d13C,d15N,TC,Bsi,MS
"7,702.00",9.64,-17.63,0.97,6.98,126.13,53.83
"7,722.00",9.52,-17.56,0.86,6.99,125.19,54.02
"7,742.00",9.38,-17.58,0.8,6.8,125.91,53.23
"7,762.00",9.42,-17.86,0.8,6.46,126.77,51.95
"7,782.00",9.51,-18.15,0.8,6.29,129.18,50.8
"7,802.00",9.74,-18.3,0.73,6.58,132.02,50.11
"7,822.00",9.94,-18.27,0.63,7.04,133.15,49.98
"7,842.00",9.42,-18.08,0.75,6.48,126.11,50.68
"7,862.00",9.26,-17.96,0.88,6.33,118,51.6
"7,882.00",9.42,-17.88,0.99,6.44,112.52,52.78
"7,902.00",9.64,-17.75,1,6.17,115.92,54.65
"7,922.00",9.72,-17.82,1.04,5.93,120.05,56.57
"7,942.00",9.7,-18,1.09,5.76,123.68,58.25
"7,962.00",9.67,-18.13,1.1,5.71,124.86,58.76
"7,982.00",9.7,-18.33,1.13,5.78,125.72,58.93
"8,002.00",9.81,-18.64,1.19,5.97,126.42,58.92
