Age,C/N,d13C,d15N,TC,Bsi,MS
"3,806.00",9.65,-26.26,1.18,3.78,90.69,60.9
"3,826.00",9.83,-25.97,1.17,3.52,88.98,63.16
"3,846.00",9.9,-26.13,1.34,3.51,87.27,63.81
"3,866.00",9.74,-26.18,1.58,3.57,85.11,64.66
"3,886.00",9.04,-25.9,1.98,3.76,81.86,66.24
"3,906.00",9,-25.89,2.1,3.73,78.55,68.02
"3,926.00",10.15,-26.38,1.7,3.35,75.25,70.09
"3,946.00",11.91,-26.85,1.39,4.19,71.95,72.43
"3,966.00",14.53,-27.3,1.22,6.82,68.65,75.17
"3,986.00",14.33,-27.02,1.38,7.01,69.21,75.01
"4,006.00",11.31,-26.03,1.86,4.76,73.63,71.91
"4,026.00",10.09,-25.47,2.12,3.61,78.05,65.64
"4,046.00",10.1,-25.2,2.21,3.25,82.47,57.73
"4,066.00",10.16,-25.07,2.11,3.11,86.89,62.48
"4,086.00",10.25,-25,1.93,3.07,90.94,72.51
"4,106.00",10.36,-25.04,1.85,2.98,90.48,83.08
"4,126.00",10.45,-25.11,1.78,2.89,88.68,91.23
"4,146.00",10.39,-25.17,1.65,2.87,86.88,83.41
"4,166.00",10.32,-25.29,1.54,2.9,85.08,73.19
"4,186.00",10.35,-25.57,1.55,3.05,83.28,64.17
"4,206.00",10.25,-25.77,1.6,3.14,82.55,61.05
"4,226.00",9.84,-25.77,1.68,3.07,84.13,70.37
"4,246.00",9.74,-25.83,1.72,3.13,85.78,73.34
"4,266.00",9.98,-25.96,1.71,3.32,87.43,69.19
"4,286.00",9.82,-25.96,1.8,3.36,89.07,66.05
"4,306.00",9.43,-25.89,1.92,3.32,90.63,63.52
"4,326.00",9.51,-25.98,1.77,3.49,91,60.98
"4,346.00",9.68,-26.07,1.58,3.67,91,57.86
"4,366.00",9.6,-25.99,1.62,3.56,91,51.69
"4,386.00",9.61,-25.95,1.65,3.5,91,46.09
"4,406.00",9.87,-26.04,1.59,3.65,91,42.74
