Age,C/N,d13C,d15N,TC,Bsi,MS
"5,085.00",10.38,-26.33,2.19,0.9,84.79,835
"5,105.00",11.45,-26.31,2.21,0.92,79.15,839
"5,125.00",10.65,-26.3,2.23,0.95,78.34,861
"5,145.00",11,-26.29,2.24,0.98,70.83,876
"5,165.00",11.37,-26.27,2.26,1.15,65.79,863
"5,185.00",10.99,-26.26,2.28,1.07,72.66,832
"5,205.00",10.78,-26.25,2.3,1.14,88.3,805
"5,225.00",11.13,-26.23,2.31,1.14,80.67,798
"5,245.00",11.12,-26.22,2.33,1.06,69.64,808
"5,265.00",10.83,-26.21,2.35,1.05,73.38,811
"5,285.00",10.63,-26.19,2.37,1.15,71.03,806
"5,305.00",10.63,-26.18,2.39,0.96,62.62,810
"5,325.00",10.09,-26.17,2.4,0.96,53.59,813
"5,345.00",9.54,-26.15,2.42,1.29,52.73,803
"5,365.00",9.61,-26.14,2.44,1.31,62,781
"5,385.00",9.68,-26.13,2.46,1.11,68.4,745
"5,405.00",9.74,-26.11,2.48,1.27,80.67,677
"5,425.00",9.81,-26.1,2.49,1.12,79.64,512
"5,445.00",9.88,-26.09,2.51,1.08,80.8,464
"5,465.00",9.95,-26.11,2.49,1.01,80.93,465
"5,484.00",10.02,-26.13,2.47,0.95,80.95,466
"5,504.00",10.09,-26.16,2.45,0.89,79.95,467
"5,524.00",10.15,-26.18,2.44,0.83,78.94,468
"5,544.00",10.22,-26.21,2.42,0.77,77.92,469
"5,564.00",10.29,-26.23,2.4,0.71,76.9,470
"5,584.00",10.36,-26.26,2.38,0.65,75.88,471
"5,604.00",10.43,-26.28,2.36,0.56,74.87,472
"5,624.00",10.37,-26.31,2.34,0.68,73.85,473
"5,644.00",10.17,-26.33,2.32,0.98,72.83,486
"5,664.00",9.98,-26.36,2.31,0.95,71.82,558
"5,684.00",9.89,-26.38,2.29,0.98,70.8,620
"5,704.00",9.86,-26.41,2.27,1.02,70.62,667
"5,724.00",9.83,-26.43,2.25,0.91,73.21,700
"5,744.00",9.81,-26.46,2.23,0.81,76.01,724
