V1,V2,V3,Age
0.5069328666304559,0.3885628250048028,0.10450430836474135,-57
0.5297516592039063,0.36718356384135786,0.10306477695473563,185
0.526975898483601,0.3655187574151477,0.10750534410125141,421
0.5143059099353886,0.37899211492715545,0.10670197513745591,644.5
0.5179717390895981,0.37606470016502686,0.10596356074537502,856
0.536814214854985,0.3586861377159873,0.10449964742902765,1254
0.5228919932359206,0.3733391968743695,0.10376880988970992,1638
0.5279493984279394,0.37013223342789947,0.10191836814416107,2031
0.5083228717182774,0.3841891481550228,0.10748798012669991,2456
0.51394396691432,0.38021092159940845,0.10584511148627153,2914
0.5135270033767507,0.3814306378968245,0.10504235872642485,3375
0.5185875320448536,0.3735044460611412,0.10790802189400522,3821
0.5126245890961453,0.38223685774453203,0.10513855315932268,4242
0.5194510026093901,0.37473743554643124,0.1058115618441787,4440
0.5126515423929022,0.3827845967717305,0.10456386083536734,4629
0.5290471408411471,0.367665840408578,0.10328701875027488,4807.5
0.5259361632440401,0.3665521178793447,0.10751171887661515,4974
0.5247125579157075,0.36755290168376836,0.10773454040052403,5126.5
0.5210845799470807,0.37473783344444517,0.10417758660847416,5389.5
0.5269475171640625,0.370989503276288,0.10206297955964941,5500
0.5193029916053166,0.3786999904552513,0.10199701793943211,5598
0.5146832324947423,0.3775048023811895,0.10781196512406813,5765.5
0.5204816053115635,0.37381161880029157,0.10570677588814491,5838
0.5309286335121682,0.3635952318626252,0.10547613462520654,5906
0.5294072375258799,0.36683555403121526,0.1037572084429049,5969
0.5163608912566543,0.38080444786891904,0.10283466087442657,6087
0.5114159065792062,0.3859310128637859,0.10265308055700798,6196
0.5189943466570911,0.3773249201166037,0.1036807332263052,6303
0.5217363770160734,0.37434452837009397,0.10391909461383253,6410
0.5289741533308622,0.3683781812108586,0.10264766545827929,6517
0.5212298930007577,0.3766811667884701,0.10208894021077229,6730
0.5185493795070202,0.37931745966357133,0.10213316082940851,6837
0.5275868910734299,0.3704504830957351,0.10196262583083493,6943
0.5175097355540095,0.37712426149650813,0.10536600294948226,7050
0.519389276329936,0.3759592383826831,0.104651485287381,7157
