V1,V2,V3,V4,Age
0.09077755747255643,0.44756608866555037,0.2840963585397222,0.177559995322171,-57
0.20019003716198275,0.017701971331214542,0.7543115893052111,0.02779640220159157,185
0.3473770470611997,0.46709133783023893,0.14499216994579517,0.040539445162766204,421
0.0019947491022915325,0.0489545468518615,0.9459813895171622,0.003069314528684862,644.5
0.006313575297304747,0.006130511459628243,0.9502421226881755,0.03731379055489144,856
0.03564811742137918,0.04633844678169389,0.9068977054807326,0.011115730316194516,1254
0.010210211190594185,0.160110771138813,0.8273713803114303,0.0023076373591624792,1638
0.0019626191576837234,2.897207614271638e-4,0.9961339448166542,0.0016137152642348913,2031
0.005011190343428074,0.09791415282741373,0.8966727676626053,4.0188916655280204e-4,2456
0.026048568329238735,0.0132821029210288,0.94151590605453,0.019153422695202527,2914
0.03408383358971703,0.07078281326062043,0.8914310701228961,0.0037022830267662192,3375
0.04408486710524872,8.640510041200003e-4,0.9534038859759205,0.001647195914710688,3821
0.019669924973812914,0.03358460755374523,0.9013457284002776,0.04539973907216418,4242
0.0019701837250987388,5.28660256139582e-5,0.9978892938543901,8.76563948972603e-5,4440
0.26788458934422005,0.04411516997658663,0.5268212400124733,0.16117900066671995,4629
0.017903605235772134,0.046130770626796706,0.8782814245446725,0.057684199592758605,4807.5
0.1691132201505304,0.20208400122970124,0.528603948629775,0.10019882998999324,4974
0.017289558935543993,0.011662093815898913,0.2869406644283719,0.6841076828201852,5126.5
0.0068269488051612495,0.03551305782249616,0.930797437692484,0.026862555679858624,5389.5
0.01965455959592162,0.1585749310599945,0.8114372912286463,0.01033321811543762,5500
0.02257230898722491,0.004547661472870456,0.9698570525884399,0.003022976951464809,5598
0.026430505397303353,0.008189437048866505,0.9639537424647423,0.0014263150890878866,5765.5
1.684217020381865e-5,0.005651551403106413,0.9942637059659252,6.790046076458642e-5,5838
5.618782650935058e-4,6.275808130356803e-4,0.9939679719954762,0.004842568926394555,5906
0.034913650718161576,0.023019747499213098,0.9121092441274897,0.02995735765513565,5969
3.578046624490794e-5,0.0015313418300911678,0.9960089039533155,0.002423973750348321,6087
6.414947237750102e-4,0.0019865453628046177,0.9959160917026469,0.0014558682107733755,6196
0.006589610137831316,0.001938537391249102,0.9903376883567954,0.0011341641141242532,6303
0.009083131358640762,0.060084142201518816,0.9275630882041132,0.00326963823572721,6410
0.07523369745918695,0.005109309615093797,0.9174658960348712,0.0021910968908481466,6517
0.0012245220254801276,0.009108667469708847,0.9640834891660773,0.025583321338733707,6730
0.010001543697892953,0.00829665490189243,0.9783905661427696,0.0033112352574449096,6837
0.22591224173217397,0.7294032721806032,0.0065453744952462855,0.03813911159197666,6943
0.0059723060626411745,0.7364034172688347,0.122839508361729,0.13478476830679514,7050
0.003926089690612648,0.031119987235430996,0.9613585650170444,0.0035953580569119915,7157
