V1,V2,V3,V4,Age
0.47102486116249404,0.1708332804564293,0.3558841310804298,0.002257727300647033,-57
0.40265115354109815,0.24606383228486367,0.3498425768586322,0.0014424373154061085,185
0.41701277118815994,0.2552100413023917,0.32686268586961315,9.145016398351693e-4,421
0.5179410866334123,0.19941321572351525,0.28129010280511035,0.0013555948379618773,644.5
0.503869367578571,0.2226094192688357,0.2717453345573071,0.0017758785952861188,856
0.5687097119671751,0.17235136272633134,0.2570445338711643,0.0018943914353290634,1254
0.5414809479964362,0.14319319894483207,0.31417383366710827,0.0011520193916234323,1638
0.5212038028872815,0.24325286914983021,0.23425241751093995,0.0012909104519482541,2031
0.3515214503746326,0.21018201141999004,0.4358793890007609,0.0024171492046164834,2456
0.45465197409921226,0.29733442487397566,0.24687469493807326,0.0011389060887386955,2914
0.4926809240529834,0.1991516410838891,0.3068377726392347,0.0013296622238927983,3375
0.4058831235379166,0.28716336308299933,0.30473523499501326,0.0022182783840709783,3821
0.5718371750712647,0.1490789722094568,0.2769660473700179,0.002117805349260573,4242
0.45048172430468486,0.29376513943470095,0.25375764363099496,0.001995492629619337,4440
0.5582437336008752,0.20672041767603971,0.23297331207291944,0.0020625366501654855,4629
0.42991603133769607,0.23778598355517036,0.33049706711623,0.0018009179909035142,4807.5
0.35111697591739033,0.24325928692822674,0.4039929179995155,0.0016308191548673775,4974
0.4921234893388216,0.1807323125686931,0.32576722440658773,0.0013769736858975196,5126.5
0.38541061718670216,0.29359389242420003,0.319916053693559,0.0010794366955388791,5389.5
0.47966932268992574,0.2430192743309614,0.2748400419825165,0.002471360996596451,5500
0.4721993410223969,0.17020903237733098,0.35594234826362237,0.0016492783366499372,5598
0.4226294775491115,0.3170519457278023,0.2591232077623435,0.0011953689607426062,5765.5
0.42658537575081246,0.21670629378420422,0.3547452186418633,0.001963111823120117,5838
0.511414477439816,0.22437138413684907,0.26282047407817233,0.0013936643451625595,5906
0.35014657098392055,0.1945657089053318,0.4540637318952086,0.001223988215539044,5969
0.6610071606946193,0.1347993861136827,0.20329290805096964,9.005451407282891e-4,6087
0.48497305484111086,0.2073929532846263,0.3060056725566153,0.0016283193176473616,6196
0.5630576727021515,0.23749935855751544,0.1983861081899511,0.001056860550382107,6303
0.45587775897752103,0.2480206717309531,0.29488824154831794,0.0012133277432080398,6410
0.46009588780668154,0.25423918408591256,0.283836372130608,0.0018285559767978635,6517
0.4672278583475817,0.2395556186445873,0.2915646833452578,0.0016518396625732094,6730
0.46309967081300074,0.1609045972228969,0.37482074640585644,0.001174985558245823,6837
0.3270580600410533,0.2248603092073404,0.4469956236421291,0.0010860071094772174,6943
0.44468641801185277,0.20647974886373058,0.3468924398946201,0.0019413932297964987,7050
0.4440570355115886,0.2581235354486837,0.29641116268203144,0.0014082663576961082,7157
