V1,V2,V3,Age
0.568909944170661,0.4025162719251055,0.028573783904233412,-57
0.6236541220890637,0.3495268463395409,0.026819031571395306,185
0.5955099196728031,0.38083724789687257,0.023652832430324282,421
0.6181606639339855,0.3324788982350896,0.04936043783092493,644.5
0.6928437656621852,0.2795887280795592,0.027567506258255506,856
0.5655698792160493,0.40469313454925243,0.029736986234698403,1254
0.6307842731488663,0.32315713338866753,0.04605859346246625,1638
0.6525725071492579,0.29560236666519757,0.051825126185544614,2031
0.607046103864216,0.37010853787626236,0.022845358259521692,2456
0.6563855061510896,0.3155757736151663,0.028038720233744187,2914
0.6215901951214314,0.35012842794399374,0.028281376934574963,3375
0.7073496431763965,0.24952637255460056,0.04312398426900307,3821
0.6530007167655816,0.32208184101646203,0.024917442217956248,4242
0.5602746010400613,0.4211850917757139,0.01854030718422488,4440
0.6808710688881151,0.29079190397422655,0.028337027137658354,4629
0.6984339146101584,0.2694870345194062,0.032079050870435485,4807.5
0.7072685328268263,0.269747639994969,0.02298382717820478,4974
0.6474119369454119,0.3139359543405076,0.038652108714080494,5126.5
0.6898534233541982,0.2808183955695298,0.02932818107627215,5389.5
0.5685899087579335,0.40574051772987363,0.025669573512192883,5500
0.6773927883448986,0.29793303764470896,0.02467417401039246,5598
0.6736782988232286,0.2961459007184115,0.030175800458359835,5765.5
0.6038388472316516,0.36207077756038714,0.03409037520796137,5838
0.6200421070693423,0.34090649513451315,0.03905139779614457,5906
0.70502134547879,0.2731686894272445,0.02180996509396566,5969
0.6819186807462825,0.2973704971529379,0.0207108221007796,6087
0.7027425935509218,0.27149502852810453,0.02576237792097364,6196
0.6039971847973469,0.3505671056092336,0.045435709593419575,6303
0.5964545680651634,0.3732062582177833,0.030339173717053188,6410
0.5653189469784502,0.40679184086070597,0.027889212160843897,6517
0.6134440788612422,0.35892616413507106,0.02762975700368684,6730
0.5761706029897316,0.39368951658030266,0.030139880429965838,6837
0.6955595062967546,0.26901495602789116,0.03542553767535426,6943
0.5991867320813297,0.35646542635548006,0.04434784156319025,7050
0.6210273553373258,0.35472681439421316,0.02424583026846107,7157
